,browserFamily,deviceCategory,geoCountryName,isMobile,label,lastActionMapId,lastActionType,numberOfEvents,vid,visitRefDomain,TIMESTAMP
9818,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a78b34e00252a227921e29e,,1530640830
9819,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,7,5ac38e9300252a2275258aaa,,1530640830
9820,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a8bc4ff00252a223c542c74,google.ie,1530640830
9821,Mobile Safari,Tablet,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,24,5a66004800252a2262f470b8,,1530640830
9822,Mobile Safari,Mobile,Ireland,True,False,ciyylpr6z985107pbsb6u2w42,im,20,5a4b954f00252a22647f8070,,1530640830
9823,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,41,5a70e3f600252a22717aa6f0,,1530640830
9824,Samsung Internet,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,40,5a93e51a00252a22180bf7cc,,1530640830
9825,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a94246000252a22515e4145,,1530640830
9826,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,22,5a9e01da00252a222f9c4b4d,,1530640830
9827,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,44,5a82a6bb00252a223394d8ea,google.ie,1530640830
9828,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5aa43fc600252a2230a1648e,,1530640830
9829,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,75,5a956b2200252a22735d091e,,1530640830
9830,IE,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,73,5a955a8600252a2227869aae,bankofireland.com,1530640830
9831,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5aa6b1d700252a222a9731f4,,1530640830
9832,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a8c3dee00252a2270bb7d32,,1530640830
9833,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,30,5aba8f2600252a223a696603,,1530640830
9834,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ae3201900252a22601ce775,,1530640830
9835,Chrome Mobile,Mobile,Malta,True,False,cjawivamo545707qylvkasw8v,im,34,5ac4c53800252a222650b5e5,,1530640830
9836,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,34,5a954e3a00252a22735d091e,,1530640830
9837,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a5b6dbe00252a221ce63351,,1530640830
9838,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,22,5a8c506f00252a22790373c1,google.ie,1530640830
9839,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ae72edd00252a220bac8b70,,1530640830
9840,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a6f375900252a221d7cdeed,,1530640830
9841,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5a9fa45000252a22767ed4b2,,1530640830
9842,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,37,5addee3600252a2228114ea7,,1530640830
9843,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,39,5a4b6e9900252a2222987f6a,,1530640830
9844,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,12,5a61f26100252a22767c628b,android.googlequicksearchbox,1530640830
9845,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a93e1d600252a2264a5ecf8,,1530640830
9846,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,63,5ae7744900252a22292653c4,bankofireland.com,1530640830
9847,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,26,5a8ef41600252a224a02988b,google.ie,1530640830
9848,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a4cd20000252a2251623470,,1530640830
9849,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5ad59ada00252a22691d2a95,,1530640830
9850,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,69,5ae35e7800252a220a06d4bc,,1530640830
9851,Mobile Safari,Mobile,Australia,True,False,ciqwehb936dwp01qirwyhd0i3,im,18,5a54821c00252a2205eaf211,google.com.au,1530640830
9852,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a8c2cbf00252a2268d60e94,,1530640830
9853,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a9ae5af00252a2248a874c9,,1530640830
9854,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5a94093700252a224f78ad6f,,1530640830
9855,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5ade4c4000252a2208e22680,,1530640830
9856,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,28,5ab4efa800252a220695279b,google.com,1530640830
9857,Chrome,Desktop,Ireland,False,True,NO-ACTION,NO-ACTION,2,5a673ea400252a2258a550dc,,1530640830
9858,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a55e5b800252a2249c3f665,,1530640830
9859,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a6f750300252a222ecd77b1,,1530640830
9860,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a58dd2000252a2205dc122c,,1530640830
9861,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,38,5ac73c2700252a227592f9bb,sharepoint.com,1530640830
9862,Firefox,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,12,5aa8f6cb00252a224c8f145d,,1530640830
9863,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,4,5aa2710600252a2208c0d4b1,bankofireland.com,1530640830
9864,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,32,5acca0c700252a221c478a50,,1530640830
9865,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ad8490000252a2210d48bfe,,1530640830
9866,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a9e934a00252a221dfbf897,,1530640830
9867,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,153,5ac7546d00252a222960403e,google.ie,1530640830
9868,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5a4bb51800252a224f8ebc30,google.ie,1530640830
9869,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a79968f00252a223fdf6886,,1530640830
9870,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,11,5a4e99b100252a22004d5b82,google.ie,1530640830
9871,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5acd247400252a22062e7119,,1530640830
9872,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5a66356100252a22536722fd,,1530640830
9873,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,35,5a86041900252a2272230428,,1530640830
9874,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a6b5f9100252a22279445be,google.ie,1530640830
9875,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a7b562000252a2259675382,,1530640830
9876,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,25,5acb57de00252a2205debd66,google.ie,1530640830
9877,Chrome,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,25,5a60aa2800252a227ed39263,google.co.uk,1530640830
9878,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a5f3dc100252a225ff0b9b9,,1530640830
9879,Chrome Mobile,Mobile,United Kingdom,True,False,cj5sd7warvddy07oc8uiw6zlt,im,27,5a84604300252a227752f867,yahoo.com,1530640830
9880,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a7183c700252a221f53faa8,,1530640830
9881,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a6b0d0b00252a220d047bad,,1530640830
9882,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,40,5ae30de900252a2262fceee6,,1530640830
9883,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a6a4f7600252a225702ef6e,,1530640830
9884,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5aa9c26f00252a226212e38a,yahoo.com,1530640830
9885,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,66,5ad8eb1500252a2202af4e88,,1530640830
9886,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,7,5ae703c800252a222380c868,google.ie,1530640830
9887,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5aa0c73f00252a22430abdb2,,1530640830
9888,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,32,5a69b6d200252a223e0e9d83,,1530640830
9889,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a849c5400252a223408d276,google.ie,1530640830
9890,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,42,5a96925000252a222679d5b5,google.com,1530640830
9891,Chrome,Desktop,Ireland,False,False,cjfavadkc4rpq0lobvhz1v0dh,im,5,5abb5b6f00252a227408eb99,,1530640830
9892,Chrome Mobile,Mobile,United Kingdom,True,True,NO-ACTION,NO-ACTION,17,5a7470ac00252a2270af56b0,,1530640830
9893,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,7,5ae7314600252a227861832f,google.ie,1530640830
9894,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a851f3600252a222ba52216,,1530640830
9895,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,35,5aa257ee00252a22123c19b4,,1530640830
9896,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a7ecb7e00252a2207f65b69,,1530640830
9897,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,39,5ace3a4300252a226f45badc,,1530640830
9898,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5aa7120e00252a223ad11841,,1530640830
9899,Chrome,Desktop,United Kingdom,False,False,cj5sd7warvddy07oc8uiw6zlt,im,100,5a967d4a00252a223cb956cd,bankofireland.com,1530640830
9900,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a8c032900252a22222b9a39,,1530640830
9901,Safari,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,38,5ab4eea100252a2210c6824b,google.ie,1530640830
9902,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5aa1402700252a226985f548,,1530640830
9903,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a81efed00252a22435d5b87,,1530640830
9904,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,41,5ad98c1900252a22361f9eae,,1530640830
9905,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,35,5a7d967600252a22030667da,,1530640830
9906,Chrome Mobile,Mobile,Spain,True,False,cj3a8c1acdkkd07p7xnae45fr,im,14,5a4b5e6800252a224c007996,google.es,1530640830
9907,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a60562e00252a223a15c0a9,,1530640830
9908,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5ade001800252a22065cb50f,,1530640830
9909,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,22,5a952f5100252a2261358496,google.ie,1530640830
9910,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,11,5acb616c00252a2248a337f7,google.ie,1530640830
9911,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a76ae5200252a2250294ab5,,1530640830
9912,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a57e95e00252a2241a7f584,android.googlequicksearchbox,1530640830
9913,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5a74a09700252a222b288127,,1530640830
9914,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,38,5adf6c0000252a22339ce1ad,,1530640830
9915,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a6b834900252a226ce1a97a,,1530640830
9916,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,12,5ac7224f00252a2202ef3d59,bankofireland.com,1530640830
9917,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a709cdb00252a227371f6a8,,1530640830
9918,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,47,5ad778a100252a225f3aa802,,1530640830
9919,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5aa5b43000252a2272ceac37,,1530640830
9920,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a548f0900252a2218ca23da,,1530640830
9921,IE,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,16,5a61c7ec00252a225ff6f28a,google.co.uk,1530640830
9922,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,62,5ae45bf600252a22411983e7,,1530640830
9923,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a6f0da300252a220ccdf132,,1530640830
9924,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,20,5a64cd3000252a221d761952,google.ie,1530640830
9925,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a94f9cc00252a2201b10460,,1530640830
9926,Safari,Desktop,United Kingdom,False,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5a4ccd7e00252a2224688f0a,google.ie,1530640830
9927,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a8aa11100252a223a51e4c1,,1530640830
9928,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5a5be0a500252a2257aeb7c1,,1530640830
9929,Facebook,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,35,5a9d8bc400252a22763b94b7,facebook.com,1530640830
9930,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,11,5a535b0a00252a222fc2b648,google.ie,1530640830
9931,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,32,5ad9d74400252a225b962e6c,,1530640830
9932,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,10,5a86957f00252a221eaee321,,1530640830
9933,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,23,5aa263dd00252a2231701ba7,,1530640830
9934,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a8029fd00252a227b0b6eae,,1530640830
9935,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,38,5ad5c69400252a22551ac8a2,,1530640830
9936,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5ad4d3af06af40965475145d,,1530640830
9937,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a85905f00252a222c7879be,google.ie,1530640830
9938,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,35,5a9fe5cc00252a222263d75f,365online.com,1530640830
9939,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,25,5a88048c00252a22354eeace,,1530640830
9940,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,39,5a818e7000252a22355c5a89,google.ie,1530640830
9941,Mobile Safari,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,34,5ae3078000252a2231f1a8ae,google.ie,1530640830
9942,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,6,5ab4d69e00252a221f8afb06,google.ie,1530640830
9943,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,36,5ac78c2e00252a22331fa577,google.com,1530640830
9944,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a6b115800252a2256ceed99,,1530640830
9945,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,33,5ae4522f00252a22398437a3,,1530640830
9946,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a9aca8400252a224167e4b3,google.ie,1530640830
9947,Chrome Mobile,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,26,5ae33bc100252a2273e43c3f,google.ie,1530640830
9948,Chrome Mobile,Mobile,Spain,True,False,cj3a8c1acdkkd07p7xnae45fr,im,18,5a4cf29700252a22240df68e,google.es,1530640830
9949,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,16,5a4cdfd800252a2206198aa6,google.ie,1530640830
9950,Samsung Internet,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,38,5a71a5fd00252a2229b439be,,1530640830
9951,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,27,5a95957a00252a224cc80a2d,,1530640830
9952,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5adf203b00252a22576d521f,,1530640830
9953,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,45,5a56316100252a227c604a5d,,1530640830
9954,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a4e3e8000252a2216591409,,1530640830
9955,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,39,5a7468da00252a227d2eebbc,,1530640830
9956,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a97cfdc00252a227f052487,,1530640830
9957,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a903c9c00252a222af1ce62,,1530640830
9958,Samsung Internet,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,10,5a51150a00252a2245fba44c,google.ie,1530640830
9959,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,14,5a54c75700252a22766f8b01,sharepoint.com,1530640830
9960,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,46,5a70318900252a2211ffb42e,google.ie,1530640830
9961,Samsung Internet,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,22,5a5610a900252a22681c070c,,1530640830
9962,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,44,5a6f07a900252a223a9c76c7,searchencrypt.com,1530640830
9963,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5ade2a8c00252a2238b2f385,,1530640830
9964,Chrome Mobile,Mobile,United Kingdom,True,True,NO-ACTION,NO-ACTION,26,5a7840d100252a220a93512d,,1530640830
9965,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a89f1cb00252a22621899a5,,1530640830
9966,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a9e83ee00252a2221a3e425,,1530640830
9967,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5ae33cf000252a2277b0fb98,,1530640830
9968,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a58d26000252a224dcb80de,,1530640830
9969,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,39,5a54a75900252a22481f2f1b,,1530640830
9970,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5aa0f1cf00252a222640743b,,1530640830
9971,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,77,5ae7126400252a221b54a255,,1530640830
9972,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a9495dc00252a225ff76dd7,,1530640830
9973,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,19,5a83263000252a225d59f066,,1530640830
9974,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a623ac800252a225823f602,,1530640830
9975,Samsung Internet,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,20,5ab52bd100252a22070aa1b0,,1530640830
9976,Facebook,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,26,5a8b059900252a220b363dbe,facebook.com,1530640830
9977,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a593d8300252a2241129154,google.ie,1530640830
9978,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,16,5a78364000252a222ffa6d99,google.ie,1530640830
9979,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,31,5a797ea800252a223d2a4d5e,,1530640830
9980,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,43,5a4e5a4700252a2238a5962e,google.ie,1530640830
9981,Chrome,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,110,5a86e9bf00252a2231fa0086,,1530640830
9982,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5ad06df600252a2265f912e0,,1530640830
9983,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a94b5ab00252a224016c58c,,1530640830
9984,Mobile Safari,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,8,5a913ba000252a2215fc2548,google.ie,1530640830
9985,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a96043f00252a22638a6465,,1530640830
9986,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5aa3146500252a224d7b2c7b,,1530640830
9987,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a67861800252a220c2279e3,,1530640830
9988,Mobile Safari,Tablet,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,41,5a81c63e00252a2266a8832c,,1530640830
9989,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,6,5ae62aec00252a224297d2df,,1530640830
9990,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a4a1be100252a22711ca6fe,,1530640830
9991,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,60,5a749f8100252a2230fe9931,google.ie,1530640830
9992,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,30,5a8edde800252a225b51e75b,bankofireland.com,1530640830
9993,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a799f6200252a223a3ac546,,1530640830
9994,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a7b963500252a2269a31a9c,,1530640830
9995,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,45,5a997a9a00252a227c23e2a2,,1530640830
9996,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,13,5a7b51c100252a2244e6f00b,365online.com,1530640830
9997,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a52770c00252a2202b1162a,,1530640830
9998,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a7e13b400252a22724d2c28,,1530640830
9999,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5aa02b8d00252a227080749d,,1530640830
10000,Mobile Safari,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a5a228a00252a2249192ae7,,1530640830
10001,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,38,5a6f166300252a22786bf5f8,,1530640830
10002,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,43,5ae5c58800252a2260d1478b,,1530640830
10003,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,37,5a7b084500252a22129ed4ed,bankofireland.com,1530640830
10004,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a95557600252a22758f0479,,1530640830
10005,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,35,5ae625be00252a223ae48e82,,1530640830
10006,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a79ac4700252a225cf1b9c2,,1530640830
10007,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a70a38a00252a221a43f55d,,1530640830
10008,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5aa3b93c00252a224ebc3d3d,,1530640830
10009,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a9fbf0100252a223a15c0a9,,1530640830
10010,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,28,5ab9f4fc00252a223fc4706d,android.googlequicksearchbox,1530640830
10011,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,44,5ae212f900252a2221944e95,,1530640830
10012,IE,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,9,5a6ef93e00252a22785e4599,bing.com,1530640830
10013,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,43,5addd9b400252a2272863f05,,1530640830
